"EOrd24612","TX, administrativeArea2, ocd-division/country:us/state:tx/county:burnet, Burnet County","No_Match"
"EOrd19262","NC, administrativeArea2, ocd-division/country:us/state:nc/county:rutherford, Rutherford County","No_Match"
"EOrd24617","TX, administrativeArea2, ocd-division/country:us/state:tx/county:erath, Erath County","No_Match"
"EOrd19263","NC, administrativeArea2, ocd-division/country:us/state:nc/county:chatham, Chatham County","No_Match"
"EOrd24618","TX, administrativeArea2, ocd-division/country:us/state:tx/county:caldwell, Caldwell County","No_Match"
"EOrd19260","NC, administrativeArea2, ocd-division/country:us/state:nc/county:wilkes, Wilkes County","No_Match"
"EOrd24615","TX, administrativeArea2, ocd-division/country:us/state:tx/county:wharton, Wharton County","No_Match"
"EOrd19261","NC, administrativeArea2, ocd-division/country:us/state:nc/county:carteret, Carteret County","No_Match"
"EOrd24616","TX, administrativeArea2, ocd-division/country:us/state:tx/county:upshur, Upshur County","No_Match"
"EOrd24608","TX, administrativeArea2, ocd-division/country:us/state:tx/county:atascosa, Atascosa County","No_Match"
"EOrd24609","TX, administrativeArea2, ocd-division/country:us/state:tx/county:polk, Polk County","No_Match"
"EOrd12631","IL, administrativeArea2, ocd-division/country:us/state:il/county:jackson, Jackson County","No_Match"
"EOrd12630","IL, administrativeArea2, ocd-division/country:us/state:il/county:williamson, Williamson County","No_Match"
"EOrd19268","NC, administrativeArea2, ocd-division/country:us/state:nc/county:duplin, Duplin County","No_Match"
"EOrd19269","NC, administrativeArea2, ocd-division/country:us/state:nc/county:haywood, Haywood County","No_Match"
"EOrd12635","IL, administrativeArea2, ocd-division/country:us/state:il/county:knox, Knox County","No_Match"
"EOrd12634","IL, administrativeArea2, ocd-division/country:us/state:il/county:ogle, Ogle County","No_Match"
"EOrd12633","IL, administrativeArea2, ocd-division/country:us/state:il/county:boone, Boone County","No_Match"
"EOrd12632","IL, administrativeArea2, ocd-division/country:us/state:il/county:whiteside, Whiteside County","No_Match"
"EOrd12639","IL, administrativeArea2, ocd-division/country:us/state:il/county:stephenson, Stephenson County","No_Match"
"EOrd12638","IL, administrativeArea2, ocd-division/country:us/state:il/county:macoupin, Macoupin County","No_Match"
"EOrd12637","IL, administrativeArea2, ocd-division/country:us/state:il/county:henry, Henry County","No_Match"
"EOrd11789","IA, administrativeArea2, ocd-division/country:us/state:ia/county:polk, Polk County","No_Match"
"EOrd12636","IL, administrativeArea2, ocd-division/country:us/state:il/county:grundy, Grundy County","No_Match"
"EOrd12619","IL, administrativeArea2, ocd-division/country:us/state:il/county:peoria, Peoria County","No_Match"
"EOrd12618","IL, administrativeArea2, ocd-division/country:us/state:il/county:sangamon, Sangamon County","No_Match"
"EOrd19255","NC, administrativeArea2, ocd-division/country:us/state:nc/county:burke, Burke County","No_Match"
"EOrd24602","TX, administrativeArea2, ocd-division/country:us/state:tx/county:cherokee, Cherokee County","No_Match"
